sequence_id	gene_id	gene_start	gene_end	exon_start	exon_end	strand
rna-XM_015904219.1	rna-XM_015904219.1	2001	4353	3560	3720	+
rna-XM_015904219.1	rna-XM_015904219.1	2001	4353	4051	4353	+
rna-XM_015905364.1	rna-XM_015905364.1	2001	7006	2001	2726	+
rna-XM_015905364.1	rna-XM_015905364.1	2001	7006	3091	3562	+
rna-XM_015905364.1	rna-XM_015905364.1	2001	7006	4319	4798	+
rna-XM_015905364.1	rna-XM_015905364.1	2001	7006	5117	6581	+
rna-XM_015905364.1	rna-XM_015905364.1	2001	7006	6817	7006	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	2001	2668	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	3443	3760	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	4058	4144	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	4177	4222	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	4792	5137	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	5386	5523	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	5958	6062	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	6480	6620	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	6993	7518	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	7854	7974	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	9071	9172	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	9298	9369	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	9601	9822	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	9898	10119	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	10375	10628	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	11841	12007	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	12416	12747	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	12986	13075	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	14667	14966	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	15234	15406	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	15977	16287	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	16514	16673	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	20245	20676	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	20904	21182	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	21628	21991	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	22562	22717	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	22998	23164	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	24172	24547	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	24621	24772	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	24862	25087	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	25334	25591	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	26528	26824	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	27599	27860	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	28240	28630	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	29317	30091	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	30344	31620	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	32079	32269	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	32407	32673	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	32975	33130	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	33494	33597	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	34143	34283	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	34696	34823	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	35320	35515	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	35826	35909	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	36211	36355	+
rna-XM_015919859.1	rna-XM_015919859.1	2001	37051	36909	37051	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	2001	2114	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	2697	2762	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	2874	3001	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	3881	3986	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	4785	4901	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	5604	5778	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	6779	6984	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	7849	7948	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	8133	8212	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	8624	8710	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	9531	9665	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	11407	11508	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	11908	11974	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	12240	12362	+
rna-XM_015920916.1	rna-XM_015920916.1	2001	12712	12606	12712	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	2001	2194	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	3661	3778	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	4365	4423	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	4654	4696	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	4867	4923	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	5589	5657	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	5816	5847	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	6408	6482	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	9453	9519	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	10075	10137	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	10899	10948	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	11059	11125	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	11272	11310	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	11450	11521	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	12024	12085	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	12816	12897	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	13091	13276	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	13487	13554	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	14119	14194	+
rna-XM_015906275.1	rna-XM_015906275.1	2001	14712	14680	14712	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	2001	2232	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	4609	4743	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	4898	5231	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	5396	5528	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	5954	6088	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	6357	6460	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	6820	6944	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	7032	7144	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	7319	7816	+
rna-XM_015908970.1	rna-XM_015908970.1	2001	8164	8069	8164	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	2001	2232	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	4609	4743	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	4898	5231	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	5396	5528	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	5954	6088	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	6357	6460	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	6820	6944	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	7032	7144	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	7319	7816	+
rna-XM_015908869.1	rna-XM_015908869.1	2001	8164	8069	8164	+
rna-XM_015909939.1	rna-XM_015909939.1	2001	5621	2001	2214	+
rna-XM_015909939.1	rna-XM_015909939.1	2001	5621	4894	5621	+
rna-XM_015909999.1	rna-XM_015909999.1	2001	5627	2001	2220	+
rna-XM_015909999.1	rna-XM_015909999.1	2001	5627	4900	5627	+
rna-XM_015909547.1	rna-XM_015909547.1	2001	7069	2001	2368	+
rna-XM_015909547.1	rna-XM_015909547.1	2001	7069	2528	2796	+
rna-XM_015909547.1	rna-XM_015909547.1	2001	7069	3596	4296	+
rna-XM_015909547.1	rna-XM_015909547.1	2001	7069	6359	6598	+
rna-XM_015909547.1	rna-XM_015909547.1	2001	7069	6851	7069	+
rna-XM_015895805.1	rna-XM_015895805.1	2001	6579	2001	2154	+
rna-XM_015895805.1	rna-XM_015895805.1	2001	6579	2343	2509	+
rna-XM_015895805.1	rna-XM_015895805.1	2001	6579	3325	3429	+
rna-XM_015895805.1	rna-XM_015895805.1	2001	6579	4139	4210	+
rna-XM_015895805.1	rna-XM_015895805.1	2001	6579	5103	5433	+
rna-XM_015895805.1	rna-XM_015895805.1	2001	6579	5600	5751	+
rna-XM_015895805.1	rna-XM_015895805.1	2001	6579	6319	6579	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	2001	2454	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	3453	3508	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	3722	3873	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	4601	4689	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	4978	5059	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	5581	5684	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	6052	6084	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	7226	7302	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	7431	7495	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	7633	7743	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	7886	7959	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	8193	8260	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	9139	9239	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	9868	9955	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	10431	10693	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	13319	13406	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	13501	13600	+
rna-XM_015896868.1	rna-XM_015896868.1	2001	13868	13708	13868	+
rna-XM_015911241.1	rna-XM_015911241.1	2001	3542	2001	3542	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	2001	2199	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	2894	3065	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	3627	3736	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	3829	3956	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	4330	4396	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	4527	4657	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	5258	5334	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	5947	6208	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	6510	6563	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	7016	7112	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	7697	7833	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	8310	8432	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	10334	10530	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	12480	12612	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	13013	13099	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	13570	13698	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	14046	14227	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	14589	14790	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	15525	15603	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	15893	15979	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	19395	19492	+
rna-XM_015897072.1	rna-XM_015897072.1	2001	20420	20280	20420	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	2001	2090	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	3288	3347	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	5663	5720	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	6237	6354	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	6739	6781	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	7525	7629	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	7728	7856	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	8263	8399	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	8554	8623	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	9055	9164	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	9317	9419	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	9691	9831	+
rna-XM_015897381.1	rna-XM_015897381.1	2001	11937	11893	11937	+
rna-XM_015912708.1	rna-XM_015912708.1	2001	6368	2001	2057	+
rna-XM_015912708.1	rna-XM_015912708.1	2001	6368	2276	2317	+
rna-XM_015912708.1	rna-XM_015912708.1	2001	6368	2817	2939	+
rna-XM_015912708.1	rna-XM_015912708.1	2001	6368	3830	4191	+
rna-XM_015912708.1	rna-XM_015912708.1	2001	6368	4379	4486	+
rna-XM_015912708.1	rna-XM_015912708.1	2001	6368	4568	4631	+
rna-XM_015912708.1	rna-XM_015912708.1	2001	6368	5738	5829	+
rna-XM_015912708.1	rna-XM_015912708.1	2001	6368	6314	6368	+
rna-XM_015897577.1	rna-XM_015897577.1	2001	5786	2001	2055	+
rna-XM_015897577.1	rna-XM_015897577.1	2001	5786	2648	2670	+
rna-XM_015897577.1	rna-XM_015897577.1	2001	5786	2756	2842	+
rna-XM_015897577.1	rna-XM_015897577.1	2001	5786	3176	3289	+
rna-XM_015897577.1	rna-XM_015897577.1	2001	5786	3734	3875	+
rna-XM_015897577.1	rna-XM_015897577.1	2001	5786	4034	4257	+
rna-XM_015897577.1	rna-XM_015897577.1	2001	5786	4601	4756	+
rna-XM_015897577.1	rna-XM_015897577.1	2001	5786	4977	5071	+
rna-XM_015897577.1	rna-XM_015897577.1	2001	5786	5702	5786	+
rna-XM_015914719.1	rna-XM_015914719.1	2001	7666	2001	2142	+
rna-XM_015914719.1	rna-XM_015914719.1	2001	7666	2850	2876	+
rna-XM_015914719.1	rna-XM_015914719.1	2001	7666	3422	3562	+
rna-XM_015914719.1	rna-XM_015914719.1	2001	7666	3843	4016	+
rna-XM_015914719.1	rna-XM_015914719.1	2001	7666	5585	5755	+
rna-XM_015914719.1	rna-XM_015914719.1	2001	7666	6272	6584	+
rna-XM_015914719.1	rna-XM_015914719.1	2001	7666	7173	7245	+
rna-XM_015914719.1	rna-XM_015914719.1	2001	7666	7505	7666	+
rna-XM_015915619.1	rna-XM_015915619.1	2001	7382	2001	2168	+
rna-XM_015915619.1	rna-XM_015915619.1	2001	7382	2679	3059	+
rna-XM_015915619.1	rna-XM_015915619.1	2001	7382	3208	3300	+
rna-XM_015915619.1	rna-XM_015915619.1	2001	7382	3970	4125	+
rna-XM_015915619.1	rna-XM_015915619.1	2001	7382	4674	4826	+
rna-XM_015915619.1	rna-XM_015915619.1	2001	7382	5323	5390	+
rna-XM_015915619.1	rna-XM_015915619.1	2001	7382	5798	5915	+
rna-XM_015915619.1	rna-XM_015915619.1	2001	7382	7092	7382	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	2001	2038	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	2181	2258	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	3120	3211	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	3769	3888	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	4353	4437	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	13862	13974	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	14247	14353	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	14954	15025	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	15174	15262	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	15920	15965	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	16390	16519	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	16774	16883	+
rna-XM_015915734.1	rna-XM_015915734.1	2001	17665	17594	17665	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	2001	2057	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	2425	2610	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	3917	4022	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	4709	4786	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	5338	5453	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	6011	6105	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	6449	6584	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	6722	6793	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	6852	6877	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	7106	7234	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	7644	7874	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	15896	15962	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	16604	16739	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	18451	18508	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	18963	19128	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	20188	20379	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	21173	21439	+
rna-XM_015916670.1	rna-XM_015916670.1	2001	21967	21821	21967	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	2001	2079	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	4644	4699	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	5783	5871	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	6371	6470	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	10982	11089	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	11229	11320	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	13198	13243	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	13898	13966	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	14077	14120	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	14763	14836	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	16826	16947	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	20436	20555	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	21084	21192	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	21682	21935	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	22420	22520	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	22960	23176	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	23774	23926	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	24510	24638	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	24948	25002	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	25079	25195	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	25787	25830	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	26325	26486	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	26665	26781	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	27126	27287	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	27635	27794	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	27934	28049	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	28767	28787	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	29352	29600	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	30212	30346	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	30742	30867	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	31050	31085	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	31182	31273	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	31735	31905	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	32068	32225	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	32832	32971	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	33085	33173	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	33443	33541	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	34013	34063	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	34148	34255	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	34354	34396	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	35764	35997	+
rna-XM_015899364.1	rna-XM_015899364.1	2001	36388	36356	36388	+
rna-XM_015895001.1	rna-XM_015895001.1	2001	3449	2001	2496	+
rna-XM_015895001.1	rna-XM_015895001.1	2001	3449	3106	3449	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	2001	2092	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	3082	3166	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	4094	4135	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	5889	5957	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	6550	6609	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	10784	10852	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	11113	11832	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	13569	13589	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	14403	14456	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	15261	15311	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	16093	16180	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	16761	16845	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	16943	17049	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	17942	18013	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	18960	19033	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	19521	19598	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	20223	20349	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	21157	21215	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	21713	21790	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	22610	22716	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	23069	23135	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	23356	23428	+
rna-XM_015923233.1	rna-XM_015923233.1	2001	28798	28641	28798	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	2001	2141	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	2737	2856	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	4031	4097	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	4649	4693	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	4805	4853	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	5025	5069	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	5615	5658	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	5862	5932	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	6029	6072	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	6260	6308	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	6474	6554	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	6721	6777	+
rna-XM_015895501.1	rna-XM_015895501.1	2001	7461	7366	7461	+
