sequence_id	gene_id	gene_start	gene_end	exon_start	exon_end	strand
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	21062	21127	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	21447	21641	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	21689	21770	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	21839	21873	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	21959	22017	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	22172	22218	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	22280	22401	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	22619	22680	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	22810	22852	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	22920	22951	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	23021	23076	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	23761	23830	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	23891	23910	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	24037	24078	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	24139	24216	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	24314	24362	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	24431	24469	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	24561	24581	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	24644	24703	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	24812	24866	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	24948	24999	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	25151	25186	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	25253	25320	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	25641	25707	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	25771	25806	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	25974	26042	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	26149	26223	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	26276	26322	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	26392	26445	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	26512	26596	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	26650	26685	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	26952	26986	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	27058	27094	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	27980	28034	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	28133	28175	+
rna-gnl|WGS:LSRX|Smic6897_mrna	rna-gnl|WGS:LSRX|Smic6897_mrna	2001	28418	28361	28418	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	2001	2029	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	3966	4020	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	5135	5183	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	5348	6810	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	7787	7825	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	9396	9442	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	10598	10619	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	11622	11662	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	12511	12835	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	13953	14039	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	18952	18993	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	20346	20387	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	21303	21380	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	22342	22388	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	23142	23208	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	24054	24098	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	25470	25545	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	28792	28838	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	29202	29245	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	29780	30156	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	30203	31461	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	31581	31597	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	34055	34113	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	34563	34601	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	36372	36407	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	36495	36652	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	38675	38707	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	39920	39969	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	40697	40715	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	41483	41548	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	42350	42425	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	43835	43901	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	44789	44858	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	45539	45571	+
rna-gnl|WGS:LSRX|Smic6911_mrna	rna-gnl|WGS:LSRX|Smic6911_mrna	2001	90226	46441	46473	+
