sequence_id	gene_id	gene_start	gene_end	exon_start	exon_end	strand
rna-XM_020774628.1	rna-XM_020774628.1	501	30623	28427	28535	+
rna-XM_020774628.1	rna-XM_020774628.1	501	30623	29158	29270	+
rna-XM_020774628.1	rna-XM_020774628.1	501	30623	29858	30070	+
rna-XM_020774628.1	rna-XM_020774628.1	501	30623	30465	30623	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	501	587	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	671	814	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	1490	1561	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	3470	3528	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	4583	4694	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	5095	5177	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	6200	6270	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	6839	6932	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	7515	7591	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	7807	7858	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	8402	8490	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	9917	9981	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	10495	10586	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	11872	11986	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	12476	12607	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	12992	13159	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	13672	13779	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	14428	14481	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	15125	15204	+
rna-XM_020775679.1	rna-XM_020775679.1	501	15988	15841	15988	+
rna-XM_020774924.1	rna-XM_020774924.1	501	1502	501	1502	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	501	511	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	611	665	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	2600	2650	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	5229	5273	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	7203	7247	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	8880	8924	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	11243	11287	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	13314	13376	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	14361	14441	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	15778	15822	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	16917	16952	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	17297	17332	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	18759	18785	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	19407	19442	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	20612	20665	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	21427	21489	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	22595	22627	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	23422	23532	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	23979	24023	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	25022	25075	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	26555	26611	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	28689	28878	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	29833	30009	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	32138	32433	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	33726	33941	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	36504	36699	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	37399	37563	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	39393	39569	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	40293	40514	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	41094	41246	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	42522	42853	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	45353	45596	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	46303	46491	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	48428	48631	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	49667	49783	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	51424	51588	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	52018	52206	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	52795	53037	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	60264	60488	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	61277	61450	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	61710	62314	+
rna-XM_020775132.1	rna-XM_020775132.1	501	63374	63006	63374	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	501	527	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	798	920	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	1923	1949	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	2489	2536	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	3536	3595	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	4041	4085	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	6988	7095	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	8034	8229	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	8747	8923	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	9599	9864	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	13509	13709	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	13894	14071	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	15338	15568	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	16158	16391	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	17980	18084	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	18742	19011	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	19776	19946	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	20575	20817	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	20995	21162	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	21782	21955	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	23060	23302	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	24921	25238	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	25435	25587	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	26485	27014	+
rna-XM_020775320.1	rna-XM_020775320.1	501	27641	27312	27641	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	501	587	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	668	709	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	838	885	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	2029	2102	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	2556	2621	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	2927	2968	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	3231	3285	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	4316	4419	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	4748	4823	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	5660	5754	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	6385	6431	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	7067	7127	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	7637	7676	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	8583	8656	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	8760	8805	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	9759	9838	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	10266	10332	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	13472	13528	+
rna-XM_020775618.1	rna-XM_020775618.1	501	13919	13830	13919	+
rna-XM_020775807.1	rna-XM_020775807.1	501	3886	501	557	+
rna-XM_020775807.1	rna-XM_020775807.1	501	3886	678	786	+
rna-XM_020775807.1	rna-XM_020775807.1	501	3886	877	987	+
rna-XM_020775807.1	rna-XM_020775807.1	501	3886	1111	1568	+
rna-XM_020775807.1	rna-XM_020775807.1	501	3886	2771	3265	+
rna-XM_020775807.1	rna-XM_020775807.1	501	3886	3773	3886	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	501	602	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	1178	1345	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	1435	1518	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	2180	2294	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	2388	3245	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	4059	4351	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	4978	5101	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	5674	5887	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	6458	6708	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	8070	8237	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	8824	9055	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	9566	9669	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	10251	10429	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	11684	11883	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	12384	12630	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	13721	14068	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	14756	14803	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	15343	15473	+
rna-XM_020775819.1	rna-XM_020775819.1	501	16277	16199	16277	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	501	602	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	1178	1345	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	1435	1518	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	2180	2294	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	2388	2507	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	3072	3245	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	4059	4351	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	4978	5101	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	5674	5887	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	6458	6708	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	8070	8237	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	8824	9055	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	9566	9669	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	10251	10429	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	11684	11883	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	12384	12630	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	13721	14068	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	14756	14803	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	15343	15473	+
rna-XM_020775832.1	rna-XM_020775832.1	501	16277	16199	16277	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	501	528	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	631	700	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	2254	2328	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	2878	2996	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	3731	3830	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	4699	4781	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	6007	6107	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	7542	7659	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	8504	8620	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	8968	9036	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	9373	9474	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	10260	10300	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	10927	10971	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	11355	11443	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	12927	12990	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	13417	13510	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	15181	15236	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	15585	15719	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	16178	16276	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	16710	16775	+
rna-XM_020774795.1	rna-XM_020774795.1	501	17165	17100	17165	+
rna-XM_020775625.1	rna-XM_020775625.1	501	8223	501	675	+
rna-XM_020775625.1	rna-XM_020775625.1	501	8223	3994	4152	+
rna-XM_020775625.1	rna-XM_020775625.1	501	8223	4440	4737	+
rna-XM_020775625.1	rna-XM_020775625.1	501	8223	5725	6034	+
rna-XM_020775625.1	rna-XM_020775625.1	501	8223	6780	6978	+
rna-XM_020775625.1	rna-XM_020775625.1	501	8223	7892	8223	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	501	677	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	1317	1390	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	1742	1848	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	2251	2328	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	2449	2528	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	2994	3131	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	3716	3825	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	4367	4433	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	5012	5047	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	5772	5839	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	6305	6347	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	15728	15808	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	16350	16428	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	17288	17384	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	18137	18221	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	18586	18706	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	18829	18972	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	19616	19696	+
rna-XM_020775560.1	rna-XM_020775560.1	501	22432	22341	22432	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	501	677	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	1317	1390	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	1742	1848	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	2251	2328	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	2449	2528	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	2994	3131	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	3716	3825	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	4367	4433	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	5012	5047	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	5772	5839	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	6305	6347	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	15728	15808	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	16350	16428	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	17288	17384	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	18137	18221	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	18586	18706	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	18829	18972	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	19616	19696	+
rna-XM_020775553.1	rna-XM_020775553.1	501	22432	22341	22432	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	501	677	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	1317	1390	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	1742	1848	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	2251	2328	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	2449	2528	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	2994	3131	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	3716	3825	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	4367	4433	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	5012	5047	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	5772	5839	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	6305	6347	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	15728	15808	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	16350	16428	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	17288	17384	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	18137	18221	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	18586	18706	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	18829	18972	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	19616	19696	+
rna-XM_020775566.1	rna-XM_020775566.1	501	20454	20450	20454	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	501	639	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	1093	1197	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	1652	1719	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	1857	2078	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	5304	5310	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	5406	5690	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	6144	6248	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	6703	6770	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	6908	7066	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	8048	8186	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	8513	8565	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	9195	9277	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	9541	9610	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	9962	10090	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	11025	11108	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	11348	11446	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	11877	12008	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	17021	17146	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	17386	17484	+
rna-XM_020776489.1	rna-XM_020776489.1	501	18049	17915	18049	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	501	543	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	1717	1862	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	3028	3159	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	3697	3859	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	4435	4533	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	5180	5331	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	6000	6140	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	6369	6461	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	6956	7034	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	7471	7584	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	8059	8132	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	8544	8663	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	9452	9559	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	9768	9912	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	10365	10405	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	10747	10888	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	11083	11141	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	11470	11577	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	12057	12176	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	12286	12408	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	12819	12901	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	13314	13380	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	13536	13661	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	14055	14134	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	14885	15020	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	15814	15924	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	16495	16611	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	16930	17065	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	17484	17596	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	23868	24020	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	24768	24922	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	25504	25669	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	26082	26266	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	26688	26825	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	27304	27418	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	28355	28501	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	29231	29419	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	30008	30160	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	30781	30915	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	31576	31678	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	32074	32139	+
rna-XM_020776909.1	rna-XM_020776909.1	501	32886	32804	32886	+
rna-XM_020777111.1	rna-XM_020777111.1	501	8879	501	876	+
rna-XM_020777111.1	rna-XM_020777111.1	501	8879	1533	1859	+
rna-XM_020777111.1	rna-XM_020777111.1	501	8879	2664	3058	+
rna-XM_020777111.1	rna-XM_020777111.1	501	8879	5422	6378	+
rna-XM_020777111.1	rna-XM_020777111.1	501	8879	7455	8879	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	501	1076	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	2538	2612	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	3377	3496	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	3930	3988	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	4221	4327	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	4740	4819	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	5637	5728	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	6657	6714	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	16021	16176	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	18219	18275	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	19530	19628	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	20055	20119	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	20539	20620	+
rna-XM_020777148.1	rna-XM_020777148.1	501	20779	20699	20779	+
